,model,website,type,fullname,price,status,time_to_market,size,resolution,rear_camera,front_camera,battery_size,battery_type,CPU,memory
123,SOP-W1,http://detail.zol.com.cn/cell_phone/index277958.shtml,手机,HONPhone W1（魅影）,1150,正常,,3.5英寸,暂无数据,200万像素,暂无数据,2000mAh,可拆卸式电池,暂无数据,暂无数据
124,MI 8,http://detail.zol.com.cn/cell_phone/index319601.shtml,手机,小米米Phone,0,停产,,4英寸,800x480像素,800万像素,暂无数据,1930mAh,可拆卸式电池,暂无数据,暂无数据
125,koobee S106M,http://detail.zol.com.cn/cell_phone/index1171319.shtml,手机,酷比S106M（双4G）,899,停产,,5.5英寸,1280x720像素,800万像素,200万像素,2300mAh,不可拆卸式电池,四核,2GB
126,MI 9,http://detail.zol.com.cn/cell_phone/index319601.shtml,手机,小米米Phone,0,停产,,4英寸,800x480像素,800万像素,暂无数据,1930mAh,可拆卸式电池,暂无数据,暂无数据
127,SM-W2017,http://detail.zol.com.cn/cell_phone/index1146430.shtml,手机,三星W2017（电信4G）,8350,正常,,4.2英寸,1920x1080像素,1200万像素,500万像素,2300mAh,暂无数据,四核,4GB
128,SM-W2018,http://detail.zol.com.cn/cell_phone/index1184217.shtml,手机,三星W2018（全网通）,7258,正常,,4.2英寸,1920x1080像素,1200万像素,500万像素,2300mAh,暂无数据,八核,6GB
129,RVE-AL10,http://detail.zol.com.cn/cell_phone/index1154505.shtml,手机,华为nova（CAZ-AL10/高配版/全网通）,988,停产,2016年10月,5英寸,1920x1080像素,1200万像素,800万像素,3020mAh,不可拆卸式电池,八核,4GB
130,iPhone SE,http://detail.zol.com.cn/cell_phone/index398689.shtml,手机,苹果iPhone SE（全网通）,2999,停产,2016年03月,4英寸,1136x640像素,1200万像素,120万像素,1642mAh,不可拆卸式电池,双核,2GB
131,A1-901,http://detail.zol.com.cn/cell_phone/index1171043.shtml,手机,360 手机N5S（全网通）,1599,正常,2017年05月,5.5英寸,1920x1080像素,1300万像素,1300万像素+200万像素,3730mAh,暂无数据,八核,6GB
132,PBET00,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
133,E6883,http://detail.zol.com.cn/cell_phone/index799045.shtml,手机,索尼Xperia Z5 Premium（尊享版/双4G）,3299,停产,,5.5英寸,3840x2160像素,2300万像素,510万像素,3430mAh,不可拆卸式电池,八核,3GB
134,SM-W2019,http://detail.zol.com.cn/cell_phone/index1222360.shtml,手机,三星W2019（全网通）,8388,正常,,4.2英寸,1920x1080像素,双1200万像素,800,3070mAh,不可拆卸式电池,八核,6GB
135,SM-G955N,http://detail.zol.com.cn/cell_phone/index1170070.shtml,手机,三星GALAXY S8+（双4G）,4399,正常,,6.2英寸,2960x1440像素,1200万像素,800万像素,3500mAh,不可拆卸式电池,八核,4GB
136,E2312,http://detail.zol.com.cn/cell_phone/index211628.shtml,手机,三星E1080C,160,正常,,1.43英寸,128x128像素,暂无数据,暂无数据,800mAh,暂无数据,暂无数据,暂无数据
137,PAR-AL00,http://detail.zol.com.cn/cell_phone/index1170043.shtml,手机,华为nova 2 Plus（BAC-AL00/全网通）,1098,正常,2017年06月,5.5英寸,1920x1080像素,1200万像素+800万像素,2000万像素,3340mAh,不可拆卸式电池,八核,4GB
138,VKY-L29,http://detail.zol.com.cn/cell_phone/index1163813.shtml,手机,华为P10 Plus（VKY-AL00/6GB RAM全网通）,1878,正常,2017年03月,5.5英寸,2560x1440像素,2000万像素+1200万像素,800万像素,3750mAh,不可拆卸式电池,八核,6GB
139,C1530L,http://detail.zol.com.cn/cell_phone/index1171043.shtml,手机,360 手机N5S（全网通）,1599,正常,2017年05月,5.5英寸,1920x1080像素,1300万像素,1300万像素+200万像素,3730mAh,暂无数据,八核,6GB
140,Lenovo YB1-X90F,http://detail.zol.com.cn/tablepc/index1109680.shtml,平板电脑,联想YOGA Tab3 Pro（X5-Z8500/2GB/32GB/WiFi版）,3499,停产,,10.1英寸,2560x1600,1.44GHz,四核心,2GB,32GB,锂电池，10200毫安,18小时左右，具体时间视使用环境而定
141,PLE-703L,http://detail.zol.com.cn/cell_phone/index397412.shtml,手机,荣耀X2（GEM-703L/精英版/双4G）,1700,停产,,7英寸,1920x1200像素,1300万像素,500万像素,5000mAh,不可拆卸式电池,真八核,3GB
142,SM-N9600,http://detail.zol.com.cn/cell_phone/index1164497.shtml,手机,三星GALAXY S9（全网通）,3299,正常,,5.8英寸,,1200万像素,800万像素,3000mAh,,,4GB
143,M1852,http://detail.zol.com.cn/cell_phone/index1213909.shtml,手机,ROG 游戏手机（全网通）,5499,正常,,6英寸,2160x1080像素,1200万像素+800万像素,800万像素,4000mAh,不可拆卸式电池,八核,8GB
144,Coolpad 5370,http://detail.zol.com.cn/cell_phone/index1171166.shtml,手机,酷派锋尚N1（全网通）,449,正常,,5英寸,1280x720像素,800万像素,500万像素,2500mAh,不可拆卸式电池,四核,2GB
145,A31t,http://detail.zol.com.cn/cell_phone/index399169.shtml,手机,OPPO A31（A31t/移动4G）,950,正常,,4.5英寸,854x480像素,800万像素,200万像素,2000mAh,不可拆卸式电池,四核,1GB
146,SM-G955U,http://detail.zol.com.cn/cell_phone/index1170070.shtml,手机,三星GALAXY S8+（双4G）,4399,正常,,6.2英寸,2960x1440像素,1200万像素,800万像素,3500mAh,不可拆卸式电池,八核,4GB
147,M850A,http://detail.zol.com.cn/cell_phone/index1146658.shtml,手机,VAIO Phone A（移动4G）,0,即将上市,,5.5英寸,1920x1080像素,1300万像素,500万像素,2800mAh,暂无数据,3GB,暂无数据
148,SM-A750GN,http://detail.zol.com.cn/cell_phone/index1116686.shtml,手机,三星GALAXY Note 7（N9300/全网通）,5688,正常,,5.7英寸,2560x1440像素,1200万像素,500万像素,3500mAh,不可拆卸式电池,四核,4GB
149,Coolpad 8690,http://detail.zol.com.cn/cell_phone/index392838.shtml,手机,大神X7（8690/双4G）,900,停产,2015年01月,5.2英寸,1920x1080像素,1300万像素,800万像素,2700mAh,不可拆卸式电池,真八核,2GB
150,Lenovo TAB 2 A10-70F,http://detail.zol.com.cn/tablepc/index1144442.shtml,平板电脑,联想TAB 2 A10-70F（16GB/WiFi版）,1199,正常,,10.1英寸,1920x1200,1.5GHz,四核心,2GB,16GB,锂电池，7200毫安,10小时左右，具体时间视使用环境而定
151,vivo X9s L,http://detail.zol.com.cn/cell_phone/index1175257.shtml,手机,vivo X9s L（移动全网通）,1998,停产,2017年07月,5.5英寸,1920x1080像素,1600万像素,2000万像素+500万像素,3320mAh,不可拆卸式电池,八核,4GB
152,X600,http://detail.zol.com.cn/cell_phone/index45787.shtml,手机,三星X600,1500,正常,,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
153,LYA-L29,http://detail.zol.com.cn/cell_phone/index394173.shtml,手机,vivo Y29L（移动4G）,1350,正常,,5英寸,1280x720像素,1300万像素,500万像素,2000mAh,不可拆卸式电池,四核,1GB
154,SM-G955W,http://detail.zol.com.cn/cell_phone/index1170070.shtml,手机,三星GALAXY S8+（双4G）,4399,正常,,6.2英寸,2960x1440像素,1200万像素,800万像素,3500mAh,不可拆卸式电池,八核,4GB
155,Redmi Note 4X,http://detail.zol.com.cn/cell_phone/index1279716.shtml,手机,Redmi NOTE 7S,1085,正常,,6.3英寸,2340x1080像素,4800万像素+500万像素,1300万像素,4000mAh,不可拆卸式电池,八核,6GB
156,le x620,http://detail.zol.com.cn/cell_phone/index1101566.shtml,手机,乐视乐2（全网通）,599,停产,2016年04月,5.5英寸,1920x1080像素,1600万像素,800万像素,3000mAh,不可拆卸式电池,十核,3GB
157,M2017,http://detail.zol.com.cn/cell_phone/index1160928.shtml,手机,金立M2017（全网通）,5999,停产,2017年01月6日,5.7英寸,2560x1440像素,1300万像素+1200万像素,800万像素,7000mAh,暂无数据,八核,6GB
158,FRD-AL00,http://detail.zol.com.cn/cell_phone/index1147818.shtml,手机,荣耀8（FRD-AL00/3GB RAM/全网通）,939,正常,2016年07月,5.2英寸,1920x1080像素,双1200万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
159,DOOV A10,http://detail.zol.com.cn/cell_phone/index1171433.shtml,手机,朵唯A10（全网通）,799,停产,,5.5英寸,1280x720像素,800万像素,500万像素,2750mAh,不可拆卸式电池,四核,3GB
160,R8200,http://detail.zol.com.cn/cell_phone/index393975.shtml,手机,OPPO R1C（R8200/联通4G）,1599,停产,2015年01月,5英寸,1280x720像素,1300万像素,500万像素,2420mAh,不可拆卸式电池,真八核,2GB
161,DOOV A11,http://detail.zol.com.cn/cell_phone/index1170705.shtml,手机,朵唯A11（全网通）,1299,停产,,5.5英寸,1280x720像素,1300万像素+30万像素,1300万像素,3000mAh,不可拆卸式电池,四核,3GB
162,DOOV A12,http://detail.zol.com.cn/cell_phone/index1174799.shtml,手机,朵唯A12（全网通）,549,正常,,5.5英寸,1280x720像素,1300万像素,1300万像素,3000mAh,暂无数据,四核,3GB
163,SM-G6100,http://detail.zol.com.cn/cell_phone/index1152594.shtml,手机,三星2016版GALAXY On7（G6100/全网通）,1359,停产,,5.5英寸,1920x1080像素,1300万像素,800万像素,3300mAh,暂无数据,八核,3GB
164,YAL-AL10,http://detail.zol.com.cn/cell_phone/index1154505.shtml,手机,华为nova（CAZ-AL10/高配版/全网通）,988,停产,2016年10月,5英寸,1920x1080像素,1200万像素,800万像素,3020mAh,不可拆卸式电池,八核,4GB
165,FLA-AL20,http://detail.zol.com.cn/cell_phone/index1210102.shtml,手机,华为畅享8 Plus（全网通）,1368,正常,,5.93英寸,2160x1080像素,1300万像素+200万像素,1600万像素+200万像素,4000mAh,不可拆卸式电池,八核,4GB
166,KIW-UL00,http://detail.zol.com.cn/cell_phone/index1135597.shtml,手机,荣耀畅玩5X（KIW-UL00/双4G）,588,正常,2015年10月,5.5英寸,1920x1080像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,八核,2GB
167,SM-G8508S,http://detail.zol.com.cn/cell_phone/index386446.shtml,手机,三星GALAXY Alpha（G8508S/双4G）,2650,正常,,4.7英寸,1280x720像素,1200万像素,210万像素,1860mAh,可拆卸式电池,四核,2GB
168,KONKA D6+,http://detail.zol.com.cn/cell_phone/index1176427.shtml,手机,康佳D6+（1GB RAM/移动4G）,276,正常,,5英寸,1280x720像素,800万像素,200万像素,1800mAh,可拆卸式电池,四核,1GB
169,R8205,http://detail.zol.com.cn/cell_phone/index392909.shtml,手机,OPPO R1C（R8205/电信4G）,1550,正常,2015年01月,5英寸,1280x720像素,1300万像素,500万像素,2420mAh,不可拆卸式电池,真八核,2GB
170,DOOV A15,http://detail.zol.com.cn/cell_phone/index1185263.shtml,手机,朵唯A15（全网通）,799,正常,,5.2英寸,1280x720像素,800万像素,800万像素,2600mAh,暂无数据,四核,3GB
171,X608,http://detail.zol.com.cn/cell_phone/index1101126.shtml,手机,乐视乐1（X608/移动4G）,955,正常,2015年09月,5.5英寸,1920x1080像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,真八核,3GB
172,Redmi Note 5A,http://detail.zol.com.cn/cell_phone/index1176292.shtml,手机,小米红米Note 5A（2GB RAM/标准版/全网通）,649,停产,,5.5英寸,1280x720像素,1300万像素,500万像素,3080mAh,暂无数据,2GB,暂无数据
173,AE Q3,http://detail.zol.com.cn/cell_phone/index1175257.shtml,手机,vivo X9s L（移动全网通）,1998,停产,2017年07月,5.5英寸,1920x1080像素,1600万像素,2000万像素+500万像素,3320mAh,不可拆卸式电池,八核,4GB
174,1503-M02,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
175,R8207,http://detail.zol.com.cn/cell_phone/index393122.shtml,手机,OPPO R1C（R8207/移动4G）,1750,正常,2015年01月,5英寸,1280x720像素,1300万像素,500万像素,2420mAh,不可拆卸式电池,真八核,2GB
176,1872-A0,http://detail.zol.com.cn/cell_phone/index1225377.shtml,手机,酷派酷玩7（全网通）,699,正常,,5.85英寸,暂无数据,1300万像素+30万像素,800万像素,2800mAh,不可拆卸式电池,八核,4GB
177,SM-J610F,http://detail.zol.com.cn/cell_phone/index1221283.shtml,手机,三星SM-J260F（全网通）,0,概念产品,,5英寸,暂无数据,800万像素,500万像素,2600mAh,暂无数据,1GB,暂无数据
178,NX563J,http://detail.zol.com.cn/cell_phone/index1172516.shtml,手机,努比亚Z17（旗舰版/全网通）,2299,正常,2017年06月1日,5.5英寸,1920x1080像素,2300万像素+1200万像素,1600万像素,3200mAh,不可拆卸式电池,八核,6GB
179,vivo v3max a,http://detail.zol.com.cn/cell_phone/index1141207.shtml,手机,vivo V3Max（全网通）,1399,停产,,5.5英寸,1920x1080像素,1300万像素,800万像素,3000mAh,不可拆卸式电池,真八核,3GB
180,1803-A01,http://detail.zol.com.cn/cell_phone/index1213117.shtml,手机,360 手机N7 Lite（4GB RAM/全网通）,999,停产,,5.99英寸,2160x1080像素,1300万像素+200万像素,800万像素,4050mAh,不可拆卸式电池,八核,4GB
181,Lenovo L78031,http://detail.zol.com.cn/cell_phone/index1247229.shtml,手机,联想Z5 Pro GT 855版（6GB RAM/全网通）,2698,正常,,6.39英寸,2340x1080像素,2400万像素+1600万像素,1600万像素+800万像素,3350mAh,不可拆卸式电池,八核,6GB
182,Lenovo L78032,http://detail.zol.com.cn/cell_phone/index1213725.shtml,手机,联想Z5（全网通）,998,正常,2018年06月12日,6.2英寸,2246x1080像素,1600万像素+800万像素,800万像素,3300mAh,不可拆卸式电池,八核,6GB
183,Letv-X720,http://detail.zol.com.cn/cell_phone/index1155117.shtml,手机,乐视乐Pro 3（6GB RAM/全网通）,1799,停产,2016年09月,5.5英寸,1920x1080像素,1600万像素,800万像素,4070mAh,不可拆卸式电池,6GB,暂无数据
184,H2,http://detail.zol.com.cn/cell_phone/index1163696.shtml,手机,长虹H2（移动4G）,2999,正常,,6英寸,1280x720像素,1600万像素,暂无数据,不可拆卸式电池,暂无数据,八核,4GB
185,NX608J,http://detail.zol.com.cn/cell_phone/index1209011.shtml,手机,努比亚N3（全网通）,1599,正常,,6.01英寸,2160x1080像素,1600万像素+500万像素,1600万像素,5000mAh,不可拆卸式电池,八核,4GB
186,HONOR H30-L01,http://detail.zol.com.cn/cell_phone/index380884.shtml,手机,荣耀3C（1GB RAM/移动4G）,999,停产,2014年5月,5英寸,1280x720像素,800万像素,500万像素,2300mAh,可拆卸式电池,四核,1GB
187,LND-AL40,http://detail.zol.com.cn/cell_phone/index1207753.shtml,手机,荣耀畅玩7C（3GB RAM/全网通）,899,正常,,5.99英寸,1440x720像素,1300万像素+200万像素,800万像素,3000mAh,不可拆卸式电池,八核,3GB
188,U,http://detail.zol.com.cn/cell_phone/index1153993.shtml,手机,HTC Desire 10 Pro（全网通）,980,正常,,5.5英寸,1920x1080像素,2000万像素,1300万像素,3000mAh,暂无数据,八核,3GB/4GB
189,OPPO R9 Plust A,http://detail.zol.com.cn/cell_phone/index1139746.shtml,手机,OPPO R9 Plus（全网通）,2779,正常,2016年03月,6英寸,1920x1080像素,1600万像素,1600万像素,4120mAh,不可拆卸式电池,八核,4GB
190,MHA-AL00,http://detail.zol.com.cn/cell_phone/index1159345.shtml,手机,华为Mate 9（MHA-AL00/6GB RAM/全网通）,2599,停产,2016年11月,5.9英寸,1920x1080像素,2000万像素+1200万像素,800万像素,4000mAh,不可拆卸式电池,八核,6GB
191,ZTE BV0701,http://detail.zol.com.cn/cell_phone/index1149630.shtml,手机,中兴小鲜4（全网通）,570,停产,,5.2英寸,1920x1080像素,1300万像素,500万像素,2540mAh,不可拆卸式电池,八核,2GB
192,M1 E,http://detail.zol.com.cn/cell_phone/index382755.shtml,手机,E人E本M1（双4G）,6980,停产,,5英寸,1920x1080像素,1300万像素,200万像素,2500mAh,暂无数据,四核,3GB
193,H6,http://detail.zol.com.cn/cell_phone/index99033.shtml,手机,金立H6,816,正常,,176×220像素,暂无数据,100万像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
194,SM-J5008,http://detail.zol.com.cn/cell_phone/index396033.shtml,手机,三星GALAXY J5（J5008/移动4G）,650,停产,,5英寸,1280x720像素,1300万像素,500万像素,2600mAh,可拆卸式电池,四核,1.5GB
195,X,http://detail.zol.com.cn/cell_phone/index343766.shtml,手机,Moto X（旧版）,4399,正常,2013年08月,4.7英寸,1280x720像素,1000万像素,200万像素,2200mAh,不可拆卸式电池,双核,2GB
196,HTC U11,http://detail.zol.com.cn/cell_phone/index1157594.shtml,手机,HTC U11 Life（全网通）,3888,停产,,5.2英寸,1920x1080像素,1600万像素,1600万像素,2600mAh,暂无数据,3GB,暂无数据
197,EYU T31,http://detail.zol.com.cn/cell_phone/index224420.shtml,手机,Google Phone,0,停产,,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
198,H7,http://detail.zol.com.cn/cell_phone/index319601.shtml,手机,小米米Phone,0,停产,,4英寸,800x480像素,800万像素,暂无数据,1930mAh,可拆卸式电池,暂无数据,暂无数据
199,FLA-TL10,http://detail.zol.com.cn/cell_phone/index1210102.shtml,手机,华为畅享8 Plus（全网通）,1368,正常,,5.93英寸,2160x1080像素,1300万像素+200万像素,1600万像素+200万像素,4000mAh,不可拆卸式电池,八核,4GB
200,SM-N960F,http://detail.zol.com.cn/cell_phone/index1213909.shtml,手机,ROG 游戏手机（全网通）,5499,正常,,6英寸,2160x1080像素,1200万像素+800万像素,800万像素,4000mAh,不可拆卸式电池,八核,8GB
201,H9,http://detail.zol.com.cn/cell_phone/index314078.shtml,手机,现代H9,0,停产,,3.75英寸,480x320像素,500万像素,30万像素,1300mAh,暂无数据,双核,暂无数据
202,GN151,http://detail.zol.com.cn/cell_phone/index385453.shtml,手机,金立GN151,599,停产,,4.7英寸,暂无数据,500万像素,200万像素,1800mAh,可拆卸式电池,四核,1GB
203,vivo X21i A,http://detail.zol.com.cn/cell_phone/index1213474.shtml,手机,vivo X21i（4GB RAM/全网通）,2448,正常,,6.28英寸,2280x1080像素,主摄2x1200万像素（2400万感光单元）....>>,2400万像素,3245mAh,不可拆卸式电池,八核,4GB
204,GN152,http://detail.zol.com.cn/cell_phone/index1099500.shtml,手机,金立GN152（移动4G）,699,停产,,5英寸,854x480像素,500万像素,200万像素,2400mAh,可拆卸式电池,四核,1GB
205,JD-PLUS,http://detail.zol.com.cn/cell_phone/index1204817.shtml,手机,苹果iPhone 8 Plus（国际版/全网通）,4399,正常,2017年09月,5.5英寸,1920x1080像素,双1200万像素,700万像素,2675mAh,不可拆卸式电池,六核,3GB
206,m2 note,http://detail.zol.com.cn/cell_phone/index400842.shtml,手机,魅族魅蓝Note 2（双4G）,700,正常,2015年06月,5.5英寸,1920x1080像素,1300万像素,500万像素,3100mAh,不可拆卸式电池,真八核,2GB
